YYYY MM DD hh mm WS_mean_10_mean Rad_mean 
    Height 10 0 
    Units m/s W/m2 
2011 12 06 07 27 6.6655E+00 -9.7800E+00 
2011 12 06 07 37 6.5867E+00 -4.8580E+00 
2011 12 06 07 47 8.3192E+00 -4.8580E+00 
2011 12 06 07 57 7.1380E+00 -4.8580E+00 
2011 12 06 08 07 7.7680E+00 -4.8580E+00 
2011 12 06 08 17 8.1617E+00 -4.8580E+00 
2011 12 06 08 27 7.5317E+00 -9.7800E+00 
2011 12 06 08 37 6.8230E+00 -4.8580E+00 
2011 12 06 08 47 6.9017E+00 -9.7800E+00 
2011 12 06 08 57 6.5867E+00 -4.8580E+00 
2011 12 06 09 07 6.6655E+00 -4.8580E+00 
2011 12 06 09 17 8.7130E+00 -4.8580E+00 
2011 12 06 09 27 7.6892E+00 -4.8580E+00 
2011 12 06 09 37 6.3505E+00 6.4000E-02 
2011 12 06 09 47 6.7442E+00 -4.8580E+00 
2011 12 06 09 57 6.8230E+00 6.4000E-02 
2011 12 06 10 07 6.6655E+00 4.9860E+00 
2011 12 06 10 17 7.4530E+00 6.4000E-02 
2011 12 06 10 27 7.3742E+00 9.9080E+00 
2011 12 06 10 37 8.3980E+00 9.9080E+00 
2011 12 06 10 47 8.1617E+00 9.9080E+00 
2011 12 06 10 57 6.4292E+00 4.9860E+00 
2011 12 06 11 07 6.5080E+00 1.9752E+01 
2011 12 06 11 17 7.2955E+00 1.4830E+01 
2011 12 06 11 27 8.8705E+00 2.4674E+01 
2011 12 06 11 37 7.6105E+00 2.9596E+01 
2011 12 06 11 47 7.4530E+00 4.9860E+00 
2011 12 06 11 57 8.2404E+00 1.4830E+01 
2011 12 06 12 07 6.5867E+00 1.9752E+01 
2011 12 06 12 17 8.5554E+00 1.9752E+01 
2011 12 06 12 27 6.9805E+00 4.9284E+01 
2011 12 06 12 37 9.1855E+00 2.4674E+01 
2011 12 06 12 47 6.1142E+00 4.9860E+00 
2011 12 06 12 57 8.2404E+00 2.9596E+01 
2011 12 06 13 07 8.7130E+00 2.4674E+01 
2011 12 06 13 17 8.8705E+00 9.9080E+00 
2011 12 06 13 27 6.9805E+00 4.4362E+01 
2011 12 06 13 37 7.5317E+00 9.9080E+00 
2011 12 06 13 47 8.8705E+00 4.9860E+00 
2011 12 06 13 57 7.2167E+00 4.9860E+00 
2011 12 06 14 07 7.9255E+00 1.4830E+01 
2011 12 06 14 17 7.5317E+00 4.9860E+00 
2011 12 06 14 27 7.1380E+00 4.9860E+00 
2011 12 06 14 37 7.2167E+00 4.9860E+00 
2011 12 06 14 47 8.4767E+00 1.4830E+01 
2011 12 06 14 57 8.4767E+00 9.9080E+00 
2011 12 06 15 07 8.5554E+00 -1.4702E+01 
2011 12 06 15 17 7.4530E+00 -4.8580E+00 
2011 12 06 15 27 8.6342E+00 6.4000E-02 
2011 12 06 15 37 7.8467E+00 6.4000E-02 
2011 12 06 15 47 6.9805E+00 6.4000E-02 
2011 12 06 15 57 8.5554E+00 -4.8580E+00 
2011 12 06 16 07 8.3192E+00 6.4000E-02 
2011 12 06 16 17 8.7917E+00 -1.9624E+01 
2011 12 06 16 27 8.7917E+00 -4.8580E+00 
2011 12 06 16 37 9.0280E+00 -9.7800E+00 
2011 12 06 16 47 6.9017E+00 -4.8580E+00 
2011 12 06 16 57 8.1617E+00 -4.8580E+00 
2011 12 06 17 07 8.5554E+00 6.4000E-02 
2011 12 06 17 17 8.6342E+00 6.4000E-02 
2011 12 06 17 27 8.5554E+00 -4.8580E+00 
2011 12 06 17 37 9.0280E+00 -4.8580E+00 
2011 12 06 17 47 8.3980E+00 -4.8580E+00 
2011 12 06 17 57 6.5867E+00 -9.7800E+00 
2011 12 06 18 07 8.1617E+00 -2.9468E+01 
2011 12 06 18 17 9.4217E+00 4.9860E+00 
2011 12 06 18 27 9.6579E+00 -1.4702E+01 
2011 12 06 18 37 1.2493E+01 4.9860E+00 
2011 12 06 18 47 9.6579E+00 -4.8580E+00 
2011 12 06 18 57 9.4217E+00 -9.7800E+00 
2011 12 06 19 07 1.1075E+01 9.9080E+00 
2011 12 06 19 17 9.8155E+00 -4.8580E+00 
2011 12 06 19 27 9.5005E+00 -4.8580E+00 
2011 12 06 19 37 1.1391E+01 -4.8580E+00 
2011 12 06 19 47 1.1548E+01 -4.8580E+00 
2011 12 06 19 57 1.2099E+01 -9.7800E+00 
2011 12 06 20 07 1.0760E+01 -4.8580E+00 
2011 12 06 20 17 9.7367E+00 -4.8580E+00 
2011 12 06 20 27 1.1075E+01 -4.8580E+00 
2011 12 06 20 37 1.3044E+01 -4.8580E+00 
2011 12 06 20 47 1.2335E+01 -4.8580E+00 
2011 12 06 20 57 1.2021E+01 -4.8580E+00 
2011 12 06 21 07 1.3989E+01 6.4000E-02 
2011 12 06 21 17 1.1548E+01 -4.8580E+00 
2011 12 06 21 27 1.3281E+01 -1.9624E+01 
2011 12 06 21 37 1.1863E+01 6.4000E-02 
2011 12 06 21 47 1.1784E+01 -4.8580E+00 
2011 12 06 21 57 1.1942E+01 -4.8580E+00 
2011 12 06 22 07 1.3123E+01 6.4000E-02 
2011 12 06 22 17 1.1627E+01 -4.8580E+00 
2011 12 06 22 27 1.4304E+01 -9.7800E+00 
2011 12 06 22 37 1.1469E+01 -4.8580E+00 
2011 12 06 22 47 1.1391E+01 -1.4702E+01 
2011 12 06 22 57 1.2178E+01 6.4000E-02 
2011 12 06 23 07 1.1784E+01 6.4000E-02 
2011 12 06 23 17 1.3359E+01 -4.8580E+00 
2011 12 06 23 27 1.3674E+01 -4.8580E+00 
2011 12 06 23 37 1.4068E+01 6.4000E-02 
2011 12 06 23 47 1.3044E+01 -4.8580E+00 
2011 12 06 23 57 1.2572E+01 -4.8580E+00 
2011 12 07 00 07 1.4383E+01 -2.4546E+01 
2011 12 07 00 17 1.4068E+01 4.9860E+00 
2011 12 07 00 27 1.3281E+01 4.9860E+00 
2011 12 07 00 37 1.2178E+01 -9.7800E+00 
2011 12 07 00 47 1.2808E+01 -9.7800E+00 
2011 12 07 00 57 1.2414E+01 6.4000E-02 
2011 12 07 01 07 1.3281E+01 -4.8580E+00 
2011 12 07 01 17 1.3281E+01 -4.8580E+00 
2011 12 07 01 27 1.0288E+01 -4.8580E+00 
2011 12 07 01 37 1.2021E+01 -4.8580E+00 
2011 12 07 01 47 1.3044E+01 -1.9624E+01 
2011 12 07 01 57 1.2257E+01 6.4000E-02 
2011 12 07 02 07 1.2572E+01 6.4000E-02 
2011 12 07 02 17 1.0367E+01 -9.7800E+00 
2011 12 07 02 27 8.3192E+00 -4.8580E+00 
2011 12 07 02 37 1.0997E+01 4.9860E+00 
2011 12 07 02 47 1.1705E+01 4.9860E+00 
2011 12 07 02 57 9.6579E+00 -1.4702E+01 
2011 12 07 03 07 1.2808E+01 -9.7800E+00 
2011 12 07 03 17 1.2257E+01 6.4000E-02 
2011 12 07 03 27 1.2887E+01 4.9860E+00 
2011 12 07 03 37 1.3202E+01 -4.8580E+00 
2011 12 07 03 47 1.3989E+01 -4.8580E+00 
2011 12 07 03 57 1.4934E+01 -4.8580E+00 
2011 12 07 04 07 1.4147E+01 -9.7800E+00 
2011 12 07 04 17 1.2572E+01 -4.8580E+00 
2011 12 07 04 27 1.3517E+01 -4.8580E+00 
2011 12 07 04 37 1.2021E+01 -4.8580E+00 
2011 12 07 04 47 1.3595E+01 6.4000E-02 
2011 12 07 04 57 1.4934E+01 -1.9624E+01 
2011 12 07 05 07 1.4147E+01 6.4000E-02 
2011 12 07 05 17 1.3989E+01 6.4000E-02 
2011 12 07 05 27 1.4304E+01 -4.8580E+00 
2011 12 07 05 37 1.5722E+01 -1.4702E+01 
2011 12 07 05 47 1.4777E+01 4.9860E+00 
2011 12 07 05 57 1.0288E+01 -4.8580E+00 
2011 12 07 06 07 1.1863E+01 -1.4702E+01 
2011 12 07 06 17 1.2887E+01 6.4000E-02 
2011 12 07 06 27 1.0288E+01 9.9080E+00 
2011 12 07 06 37 1.1863E+01 6.4000E-02 
2011 12 07 06 47 1.3595E+01 -9.7800E+00 
2011 12 07 06 57 1.4462E+01 -4.9156E+01 
2011 12 07 07 07 1.0209E+01 4.9860E+00 
2011 12 07 07 17 1.0209E+01 4.9860E+00 
2011 12 07 07 27 1.0682E+01 6.4000E-02 
2011 12 07 07 37 1.1705E+01 -1.4702E+01 
2011 12 07 07 47 1.0052E+01 6.4000E-02 
2011 12 07 07 57 1.0052E+01 6.4000E-02 
2011 12 07 08 07 1.0052E+01 4.9860E+00 
2011 12 07 08 17 9.9730E+00 -1.4702E+01 
2011 12 07 08 27 9.2642E+00 6.4000E-02 
2011 12 07 08 37 9.3430E+00 -1.4702E+01 
2011 12 07 08 47 8.1617E+00 -4.8580E+00 
2011 12 07 08 57 1.0445E+01 -4.8580E+00 
2011 12 07 09 07 8.9492E+00 6.4000E-02 
2011 12 07 09 17 1.0052E+01 1.4830E+01 
2011 12 07 09 27 9.5792E+00 6.4000E-02 
2011 12 07 09 37 8.5554E+00 -4.8580E+00 
2011 12 07 09 47 7.7680E+00 6.4000E-02 
2011 12 07 09 57 9.4217E+00 6.4000E-02 
2011 12 07 10 07 8.4767E+00 6.4000E-02 
2011 12 07 10 17 8.6342E+00 6.4000E-02 
2011 12 07 10 27 8.8705E+00 9.9080E+00 
2011 12 07 10 37 8.9492E+00 1.9752E+01 
2011 12 07 10 47 9.5792E+00 1.4830E+01 
2011 12 07 10 57 9.9730E+00 9.9080E+00 
2011 12 07 11 07 9.1067E+00 3.4518E+01 
2011 12 07 11 17 9.4217E+00 2.4674E+01 
2011 12 07 11 27 9.5005E+00 1.4830E+01 
2011 12 07 11 37 9.4217E+00 1.9752E+01 
2011 12 07 11 47 9.5005E+00 1.9752E+01 
2011 12 07 11 57 9.4217E+00 1.9752E+01 
2011 12 07 12 07 9.2642E+00 9.9080E+00 
2011 12 07 12 17 7.8467E+00 2.4674E+01 
2011 12 07 12 27 8.1617E+00 1.9752E+01 
2011 12 07 12 37 8.2404E+00 1.9752E+01 
2011 12 07 12 47 7.8467E+00 2.4674E+01 
2011 12 07 12 57 7.3742E+00 1.9752E+01 
2011 12 07 13 07 7.8467E+00 2.4674E+01 
2011 12 07 13 17 6.6655E+00 1.4830E+01 
2011 12 07 13 27 7.2955E+00 9.9080E+00 
2011 12 07 13 37 6.7442E+00 9.9080E+00 
2011 12 07 13 47 6.3505E+00 4.9860E+00 
2011 12 07 13 57 5.9567E+00 4.9860E+00 
2011 12 07 14 07 5.9567E+00 6.4000E-02 
2011 12 07 14 17 6.4292E+00 4.9860E+00 
2011 12 07 14 27 6.9017E+00 6.4000E-02 
2011 12 07 14 37 5.9567E+00 6.4000E-02 
2011 12 07 14 47 5.4055E+00 6.4000E-02 
2011 12 07 14 57 5.2480E+00 -4.8580E+00 
2011 12 07 15 07 5.7992E+00 -4.8580E+00 
2011 12 07 15 17 5.8780E+00 -4.8580E+00 
2011 12 07 15 27 5.0905E+00 -4.8580E+00 
2011 12 07 15 37 5.1692E+00 -9.7800E+00 
2011 12 07 15 47 4.8542E+00 -4.8580E+00 
2011 12 07 15 57 4.0667E+00 -4.8580E+00 
2011 12 07 16 07 3.2792E+00 -4.8580E+00 
2011 12 07 16 17 3.5942E+00 -4.8580E+00 
2011 12 07 16 27 3.7517E+00 6.4000E-02 
2011 12 07 16 37 4.9330E+00 -9.7800E+00 
2011 12 07 16 47 4.6180E+00 -9.7800E+00 
2011 12 07 16 57 4.4605E+00 -4.8580E+00 
2011 12 07 17 07 4.6180E+00 -9.7800E+00 
2011 12 07 17 17 4.9330E+00 -4.8580E+00 
2011 12 07 17 27 3.7517E+00 -4.8580E+00 
2011 12 07 17 37 2.6492E+00 -4.8580E+00 
2011 12 07 17 47 2.8855E+00 -4.8580E+00 
2011 12 07 17 57 2.5705E+00 -4.8580E+00 
2011 12 07 18 07 2.0192E+00 -4.8580E+00 
2011 12 07 18 17 2.1767E+00 -4.8580E+00 
2011 12 07 18 27 2.0192E+00 -4.8580E+00 
2011 12 07 18 37 1.4680E+00 6.4000E-02 
2011 12 07 18 47 2.1767E+00 -4.8580E+00 
2011 12 07 18 57 2.7280E+00 -4.8580E+00 
2011 12 07 19 07 3.4367E+00 -4.8580E+00 
2011 12 07 19 17 3.5155E+00 -4.8580E+00 
2011 12 07 19 27 2.5705E+00 -4.8580E+00 
2011 12 07 19 37 3.5942E+00 -9.7800E+00 
2011 12 07 19 47 3.2005E+00 -9.7800E+00 
2011 12 07 19 57 3.8305E+00 -9.7800E+00 
2011 12 07 20 07 3.5942E+00 -4.8580E+00 
2011 12 07 20 17 3.4367E+00 -4.8580E+00 
2011 12 07 20 27 3.3580E+00 -9.7800E+00 
2011 12 07 20 37 3.3580E+00 -4.8580E+00 
2011 12 07 20 47 3.2792E+00 -9.7800E+00 
2011 12 07 20 57 3.6730E+00 -4.8580E+00 
2011 12 07 21 07 3.9092E+00 -9.7800E+00 
2011 12 07 21 17 3.9880E+00 -9.7800E+00 
2011 12 07 21 27 4.1455E+00 -9.7800E+00 
2011 12 07 21 37 4.3030E+00 -4.8580E+00 
2011 12 07 21 47 5.1692E+00 -4.8580E+00 
2011 12 07 21 57 4.9330E+00 -1.9624E+01 
2011 12 07 22 07 4.9330E+00 -4.8580E+00 
2011 12 07 22 17 5.5630E+00 -4.8580E+00 
2011 12 07 22 27 4.5392E+00 -4.8580E+00 
2011 12 07 22 37 3.6730E+00 -1.9624E+01 
2011 12 07 22 47 6.1142E+00 -4.8580E+00 
2011 12 07 22 57 7.6105E+00 6.4000E-02 
2011 12 07 23 07 6.3505E+00 6.4000E-02 
2011 12 07 23 17 6.1142E+00 -4.8580E+00 
2011 12 07 23 27 6.7442E+00 6.4000E-02 
2011 12 07 23 37 8.5554E+00 -9.7800E+00 
2011 12 07 23 47 6.6655E+00 -4.8580E+00 
2011 12 07 23 57 6.8230E+00 -4.8580E+00 
2011 12 08 00 07 6.2717E+00 6.4000E-02 
2011 12 08 00 17 6.4292E+00 -4.8580E+00 
2011 12 08 00 27 8.1617E+00 -4.8580E+00 
2011 12 08 00 37 7.7680E+00 -4.8580E+00 
2011 12 08 00 47 6.6655E+00 -4.8580E+00 
2011 12 08 00 57 6.9805E+00 -4.8580E+00 
2011 12 08 01 07 6.9017E+00 6.4000E-02 
2011 12 08 01 17 7.6892E+00 -4.8580E+00 
2011 12 08 01 27 7.8467E+00 -4.8580E+00 
2011 12 08 01 37 8.9492E+00 -4.8580E+00 
2011 12 08 01 47 8.3192E+00 -4.8580E+00 
2011 12 08 01 57 9.6579E+00 -4.8580E+00 
2011 12 08 02 07 1.0367E+01 -9.7800E+00 
2011 12 08 02 17 9.1855E+00 -4.8580E+00 
2011 12 08 02 27 7.9255E+00 -4.8580E+00 
2011 12 08 02 37 9.2642E+00 -4.8580E+00 
2011 12 08 02 47 9.9730E+00 6.4000E-02 
2011 12 08 02 57 1.0209E+01 -4.8580E+00 
2011 12 08 03 07 1.0997E+01 -4.8580E+00 
2011 12 08 03 17 1.0997E+01 -4.8580E+00 
2011 12 08 03 27 1.1075E+01 -4.8580E+00 
2011 12 08 03 37 1.0130E+01 -4.8580E+00 
2011 12 08 03 47 1.0052E+01 -4.8580E+00 
2011 12 08 03 57 1.0760E+01 -4.8580E+00 
2011 12 08 04 07 1.0682E+01 -4.8580E+00 
2011 12 08 04 17 1.1154E+01 -4.8580E+00 
2011 12 08 04 27 1.1548E+01 6.4000E-02 
2011 12 08 04 37 1.2572E+01 6.4000E-02 
2011 12 08 04 47 1.1942E+01 -9.7800E+00 
2011 12 08 04 57 1.1627E+01 -4.8580E+00 
2011 12 08 05 07 1.1233E+01 -4.8580E+00 
2011 12 08 05 17 1.2257E+01 -4.8580E+00 
2011 12 08 05 27 1.2414E+01 -4.8580E+00 
2011 12 08 05 37 1.2257E+01 -4.8580E+00 
2011 12 08 05 47 1.2099E+01 -4.8580E+00 
2011 12 08 05 57 1.1784E+01 -4.8580E+00 
2011 12 08 06 07 1.1233E+01 -4.8580E+00 
2011 12 08 06 17 1.1942E+01 -4.8580E+00 
2011 12 08 06 27 1.2099E+01 -4.8580E+00 
2011 12 08 06 37 1.1863E+01 -4.8580E+00 
2011 12 08 06 47 1.1233E+01 -4.8580E+00 
2011 12 08 06 57 1.1942E+01 -4.8580E+00 
2011 12 08 07 07 1.2178E+01 -4.8580E+00 
2011 12 08 07 17 1.1863E+01 -4.8580E+00 
2011 12 08 07 27 1.2493E+01 -4.8580E+00 
2011 12 08 07 37 1.1548E+01 -4.8580E+00 
2011 12 08 07 47 1.0997E+01 -4.8580E+00 
2011 12 08 07 57 1.2099E+01 -4.8580E+00 
2011 12 08 08 07 1.1469E+01 -4.8580E+00 
2011 12 08 08 17 1.0918E+01 -4.8580E+00 
2011 12 08 08 27 1.1469E+01 -4.8580E+00 
2011 12 08 08 37 1.1233E+01 -4.8580E+00 
2011 12 08 08 47 1.0839E+01 -4.8580E+00 
2011 12 08 08 57 1.0367E+01 -4.8580E+00 
2011 12 08 09 07 9.8155E+00 -4.8580E+00 
2011 12 08 09 17 9.8942E+00 -4.8580E+00 
2011 12 08 09 27 9.8155E+00 -4.8580E+00 
2011 12 08 09 37 1.0209E+01 -4.8580E+00 
2011 12 08 09 47 1.0367E+01 -4.8580E+00 
2011 12 08 09 57 1.0839E+01 -4.8580E+00 
2011 12 08 10 07 1.0445E+01 -4.8580E+00 
2011 12 08 10 17 1.0445E+01 -4.8580E+00 
2011 12 08 10 27 1.1705E+01 6.4000E-02 
2011 12 08 10 37 1.0524E+01 6.4000E-02 
2011 12 08 10 47 1.0997E+01 6.4000E-02 
2011 12 08 10 57 1.0288E+01 6.4000E-02 
2011 12 08 11 07 1.2178E+01 6.4000E-02 
2011 12 08 11 17 1.2335E+01 -4.8580E+00 
2011 12 08 11 27 1.1942E+01 6.4000E-02 
2011 12 08 11 37 1.1548E+01 6.4000E-02 
2011 12 08 11 47 1.1863E+01 6.4000E-02 
2011 12 08 11 57 1.1233E+01 6.4000E-02 
2011 12 08 12 07 9.5005E+00 6.4000E-02 
2011 12 08 12 17 7.0592E+00 4.9860E+00 
2011 12 08 12 27 5.7992E+00 4.9860E+00 
2011 12 08 12 37 5.3267E+00 4.9860E+00 
2011 12 08 12 47 4.9330E+00 4.9860E+00 
2011 12 08 12 57 5.0117E+00 9.9080E+00 
2011 12 08 13 07 4.6967E+00 9.9080E+00 
2011 12 08 13 17 6.5080E+00 9.9080E+00 
2011 12 08 13 27 6.2717E+00 9.9080E+00 
2011 12 08 13 37 5.9567E+00 4.9860E+00 
2011 12 08 13 47 6.4292E+00 9.9080E+00 
2011 12 08 13 57 7.0592E+00 9.9080E+00 
2011 12 08 14 07 5.9567E+00 9.9080E+00 
2011 12 08 14 17 5.0117E+00 9.9080E+00 
2011 12 08 14 27 4.3817E+00 4.9860E+00 
2011 12 08 14 37 4.6967E+00 4.9860E+00 
2011 12 08 14 47 4.6967E+00 6.4000E-02 
2011 12 08 14 57 5.3267E+00 6.4000E-02 
2011 12 08 15 07 5.4055E+00 -4.8580E+00 
2011 12 08 15 17 4.6180E+00 -4.8580E+00 
2011 12 08 15 27 5.0117E+00 -4.8580E+00 
2011 12 08 15 37 4.6180E+00 -4.8580E+00 
2011 12 08 15 47 4.6967E+00 -4.8580E+00 
2011 12 08 15 57 4.0667E+00 -4.8580E+00 
2011 12 08 16 07 4.6967E+00 -4.8580E+00 
2011 12 08 16 17 4.7755E+00 -9.7800E+00 
2011 12 08 16 27 4.7755E+00 -4.8580E+00 
2011 12 08 16 37 5.5630E+00 -4.8580E+00 
2011 12 08 16 47 4.6967E+00 -9.7800E+00 
2011 12 08 16 57 4.5392E+00 -9.7800E+00 
2011 12 08 17 07 6.1930E+00 -9.7800E+00 
2011 12 08 17 17 4.6180E+00 -1.4702E+01 
2011 12 08 17 27 6.0355E+00 6.4000E-02 
2011 12 08 17 37 6.4292E+00 -9.7800E+00 
2011 12 08 17 47 4.7755E+00 -4.8580E+00 
2011 12 08 17 57 4.7755E+00 -4.8580E+00 
2011 12 08 18 07 3.9880E+00 -4.8580E+00 
2011 12 08 18 17 3.9880E+00 -4.8580E+00 
2011 12 08 18 27 3.5155E+00 -4.8580E+00 
2011 12 08 18 37 3.1217E+00 -9.7800E+00 
2011 12 08 18 47 2.8855E+00 -4.8580E+00 
2011 12 08 18 57 2.5705E+00 -4.8580E+00 
2011 12 08 19 07 2.0192E+00 -4.8580E+00 
2011 12 08 19 17 2.8067E+00 -4.8580E+00 
2011 12 08 19 27 3.5155E+00 -9.7800E+00 
2011 12 08 19 37 3.9092E+00 -4.8580E+00 
2011 12 08 19 47 4.1455E+00 -4.8580E+00 
2011 12 08 19 57 4.6180E+00 -4.8580E+00 
2011 12 08 20 07 4.3817E+00 -9.7800E+00 
2011 12 08 20 17 3.9092E+00 -9.7800E+00 
2011 12 08 20 27 2.4130E+00 -4.8580E+00 
2011 12 08 20 37 3.4367E+00 -9.7800E+00 
2011 12 08 20 47 7.1380E+00 -4.8580E+00 
2011 12 08 20 57 7.8467E+00 -4.8580E+00 
2011 12 08 21 07 7.2955E+00 -4.8580E+00 
2011 12 08 21 17 6.2717E+00 -4.8580E+00 
2011 12 08 21 27 4.3817E+00 -4.8580E+00 
2011 12 08 21 37 4.3817E+00 -4.8580E+00 
2011 12 08 21 47 4.5392E+00 -4.8580E+00 
2011 12 08 21 57 4.9330E+00 -4.8580E+00 
2011 12 08 22 07 5.7992E+00 -4.8580E+00 
2011 12 08 22 17 5.3267E+00 -4.8580E+00 
2011 12 08 22 27 5.9567E+00 -4.8580E+00 
2011 12 08 22 37 5.5630E+00 -4.8580E+00 
2011 12 08 22 47 6.1142E+00 -4.8580E+00 
2011 12 08 22 57 4.2242E+00 -4.8580E+00 
2011 12 08 23 07 5.2480E+00 -4.8580E+00 
2011 12 08 23 17 6.1142E+00 -4.8580E+00 
2011 12 08 23 27 5.0905E+00 -4.8580E+00 
2011 12 08 23 37 4.6180E+00 -4.8580E+00 
2011 12 08 23 47 5.5630E+00 -4.8580E+00 
2011 12 08 23 57 5.0117E+00 -4.8580E+00 
2011 12 09 00 07 5.7992E+00 -4.8580E+00 
2011 12 09 00 17 6.1930E+00 -4.8580E+00 
2011 12 09 00 27 6.5080E+00 -4.8580E+00 
2011 12 09 00 37 5.0117E+00 -4.8580E+00 
2011 12 09 00 47 4.1455E+00 -4.8580E+00 
2011 12 09 00 57 3.7517E+00 -4.8580E+00 
2011 12 09 01 07 3.6730E+00 -4.8580E+00 
2011 12 09 01 17 3.6730E+00 -4.8580E+00 
2011 12 09 01 27 3.5942E+00 -4.8580E+00 
2011 12 09 01 37 3.9092E+00 -4.8580E+00 
2011 12 09 01 47 4.1455E+00 -4.8580E+00 
2011 12 09 01 57 4.3817E+00 -4.8580E+00 
2011 12 09 02 07 4.2242E+00 -4.8580E+00 
2011 12 09 02 17 4.9330E+00 -4.8580E+00 
2011 12 09 02 27 4.3817E+00 -4.8580E+00 
2011 12 09 02 37 5.6417E+00 -4.8580E+00 
2011 12 09 02 47 5.0905E+00 -4.8580E+00 
2011 12 09 02 57 4.9330E+00 -4.8580E+00 
2011 12 09 03 07 4.5392E+00 -4.8580E+00 
2011 12 09 03 17 4.1455E+00 -4.8580E+00 
2011 12 09 03 27 4.5392E+00 -4.8580E+00 
2011 12 09 03 37 4.5392E+00 -4.8580E+00 
2011 12 09 03 47 3.5942E+00 -4.8580E+00 
2011 12 09 03 57 5.1692E+00 -4.8580E+00 
2011 12 09 04 07 5.1692E+00 -4.8580E+00 
2011 12 09 04 17 4.5392E+00 -4.8580E+00 
2011 12 09 04 27 3.9092E+00 -4.8580E+00 
2011 12 09 04 37 5.0117E+00 -4.8580E+00 
2011 12 09 04 47 5.7204E+00 -4.8580E+00 
2011 12 09 04 57 5.2480E+00 -4.8580E+00 
2011 12 09 05 07 5.0117E+00 -4.8580E+00 
2011 12 09 05 17 6.5867E+00 -4.8580E+00 
2011 12 09 05 27 5.6417E+00 -4.8580E+00 
2011 12 09 05 37 6.1930E+00 -4.8580E+00 
2011 12 09 05 47 6.7442E+00 -4.8580E+00 
2011 12 09 05 57 7.2955E+00 -4.8580E+00 
2011 12 09 06 07 7.0592E+00 -4.8580E+00 
2011 12 09 06 17 7.2167E+00 -4.8580E+00 
2011 12 09 06 27 6.9017E+00 -4.8580E+00 
2011 12 09 06 37 7.0592E+00 -4.8580E+00 
2011 12 09 06 47 7.5317E+00 6.4000E-02 
2011 12 09 06 57 1.2920E-01 -4.8580E+00 
2011 12 09 07 07 1.2920E-01 -4.8580E+00 
2011 12 09 07 17 1.2920E-01 -4.8580E+00 
2011 12 09 07 27 1.2920E-01 -4.8580E+00 
2011 12 09 07 37 1.2920E-01 6.4000E-02 
2011 12 09 07 47 1.2920E-01 6.4000E-02 
2011 12 09 07 57 1.2920E-01 6.4000E-02 
2011 12 09 08 07 1.2920E-01 -4.8580E+00 
2011 12 09 08 17 1.2920E-01 -4.8580E+00 
2011 12 09 08 27 1.2920E-01 6.4000E-02 
2011 12 09 08 37 1.2920E-01 -4.8580E+00 
2011 12 09 08 47 1.2920E-01 6.4000E-02 
2011 12 09 08 57 1.2920E-01 4.9860E+00 
2011 12 09 09 07 1.2920E-01 9.9080E+00 
2011 12 09 09 17 1.2920E-01 -4.8580E+00 
2011 12 09 09 27 1.2920E-01 -4.8580E+00 
2011 12 09 09 37 1.2920E-01 -4.8580E+00 
2011 12 09 09 47 1.2920E-01 -4.8580E+00 
2011 12 09 09 57 1.2920E-01 -4.8580E+00 
2011 12 09 10 07 1.2920E-01 -4.8580E+00 
2011 12 09 10 17 1.2920E-01 -4.8580E+00 
2011 12 09 10 27 1.2920E-01 6.4000E-02 
2011 12 09 10 37 1.2920E-01 6.4000E-02 
2011 12 09 10 47 1.2920E-01 6.4000E-02 
2011 12 09 10 57 1.2920E-01 6.4000E-02 
2011 12 09 11 07 1.2920E-01 6.4000E-02 
2011 12 09 11 17 1.2920E-01 6.4000E-02 
2011 12 09 11 27 1.2920E-01 6.4000E-02 
2011 12 09 11 37 1.2920E-01 6.4000E-02 
2011 12 09 11 47 1.2920E-01 6.4000E-02 
2011 12 09 11 57 1.2920E-01 6.4000E-02 
2011 12 09 12 07 1.2920E-01 6.4000E-02 
2011 12 09 12 17 1.2920E-01 6.4000E-02 
2011 12 09 12 27 1.2920E-01 6.4000E-02 
2011 12 09 12 37 1.2920E-01 6.4000E-02 
2011 12 09 12 47 1.2920E-01 6.4000E-02 
2011 12 09 12 57 1.2920E-01 6.4000E-02 
2011 12 09 13 07 1.2920E-01 6.4000E-02 
2011 12 09 13 17 1.2920E-01 6.4000E-02 
2011 12 09 13 27 1.2920E-01 6.4000E-02 
2011 12 09 13 37 1.2920E-01 6.4000E-02 
2011 12 09 13 47 1.2920E-01 6.4000E-02 
2011 12 09 13 57 1.2920E-01 6.4000E-02 
2011 12 09 14 07 1.2920E-01 -4.8580E+00 
2011 12 09 14 17 1.2920E-01 -4.8580E+00 
2011 12 09 14 27 1.2920E-01 6.4000E-02 
2011 12 09 14 37 1.2920E-01 -4.8580E+00 
2011 12 09 14 47 1.2920E-01 6.4000E-02 
2011 12 09 14 57 1.2920E-01 -4.8580E+00 
2011 12 09 15 07 1.2920E-01 6.4000E-02 
2011 12 09 15 17 1.2920E-01 6.4000E-02 
2011 12 09 15 27 1.2920E-01 -4.8580E+00 
2011 12 09 15 37 1.2920E-01 6.4000E-02 
2011 12 09 15 47 1.2920E-01 6.4000E-02 
2011 12 09 15 57 1.2920E-01 6.4000E-02 
2011 12 09 16 07 1.2920E-01 6.4000E-02 
2011 12 09 16 17 1.2920E-01 6.4000E-02 
2011 12 09 16 27 1.2920E-01 6.4000E-02 
